CustomerID,Segment,Recency,Frequency,Monetary
14517,Potential Loyalists,33,2,330.45
14518,Lost,64,1,174.37
14520,Recent Customers,2,2,270.6
14522,Loyal Customers,24,4,974.54
14523,Lost,108,1,241.09
14524,Loyal Customers,32,9,1843.83
14525,Loyal Customers,20,9,4215.9
14527,Champions,3,55,8506.13
14528,Potential Loyalists,37,1,364.21999999999997
14529,At Risk,60,3,578.61
14530,Loyal Customers,26,6,2862.11
14532,Need Attention,236,4,932.85
14533,Loyal Customers,25,7,1949.72
14534,Champions,3,18,4395.65
14535,At Risk,60,3,2854.84
14536,Lost,260,1,170.95
14537,Lost,58,1,355.56
14538,At Risk,65,2,388.25
14539,Recent Customers,16,2,537.48
14540,Loyal Customers,10,3,952.66
14541,At Risk,59,8,1453.35
14542,Lost,186,1,103.25
14543,Loyal Customers,29,16,3560.08
14544,Potential Loyalists,24,2,2004.3
14546,Champions,5,5,2573.93
14547,Champions,4,8,3974.75
14548,Lost,151,2,652.8
14549,Lost,311,1,289.24
14550,Recent Customers,11,2,757.37
14551,Recent Customers,18,2,186.23
14552,Lost,152,1,164.22
14553,Loyal Customers,19,5,859.27
14554,Loyal Customers,10,4,2279.4900000000002
14555,At Risk,57,2,312.54
14557,Lost,85,1,788.38
14560,Champions,7,22,2237.77
14561,At Risk,76,3,1080.76
14562,Champions,4,18,5006.77
14565,At Risk,96,4,3099.12
14566,Lost,111,1,1432.0
14567,At Risk,57,2,1530.3600000000001
14569,Recent Customers,1,1,227.39
14570,Lost,281,2,217.21
14572,Champions,3,7,2804.54
14573,Need Attention,180,9,1639.82
14576,Lost,372,1,35.400000000000006
14577,Loyal Customers,13,4,859.71
14578,Recent Customers,3,1,168.63
14581,Recent Customers,17,1,138.6
14582,Potential Loyalists,41,1,114.11
14583,Champions,6,5,986.96
14584,Need Attention,169,4,1033.06
14585,Potential Loyalists,50,1,157.05
14586,Lost,277,1,237.36
14587,Loyal Customers,19,9,1580.29
14589,Lost,372,1,39.75
14591,Loyal Customers,15,4,1320.21
14592,Loyal Customers,35,3,557.94
14593,Loyal Customers,22,3,617.15
14594,Recent Customers,7,2,363.33
14595,Loyal Customers,20,6,1740.6
14597,Recent Customers,11,2,866.24
14598,Potential Loyalists,44,1,221.97
14600,Lost,306,1,393.33000000000004
14601,Recent Customers,11,1,213.96
14603,Lost,275,1,660.0
14606,Champions,1,90,11926.15
14607,Champions,16,12,15021.5
14608,Loyal Customers,4,4,1785.15
14609,At Risk,72,4,601.56
14616,Need Attention,243,3,406.08000000000004
14618,Loyal Customers,9,3,553.44
14619,Lost,246,1,394.44
14620,Lost,206,2,412.78000000000003
14621,Champions,1,5,1788.3600000000001
14622,Lost,185,1,320.58000000000004
14623,Loyal Customers,32,5,882.02
14624,At Risk,57,2,225.85
14625,Lost,196,2,899.63
14626,Loyal Customers,24,4,2791.27
14628,At Risk,91,2,671.96
14629,Recent Customers,4,2,955.26
14631,Loyal Customers,51,3,1006.98
14632,Lost,263,1,114.56
14633,Lost,266,1,344.90000000000003
14636,Potential Loyalists,36,2,609.85
14638,Potential Loyalists,51,1,443.6
14639,At Risk,52,6,2984.49
14640,Loyal Customers,24,6,2107.38
14641,Potential Loyalists,22,1,110.46
14642,Lost,59,1,96.12
14643,Lost,170,2,693.8100000000001
14644,At Risk,68,2,830.76
14645,Lost,157,2,597.09
14646,Champions,2,72,279138.02
14647,Lost,201,1,236.04000000000002
14649,Loyal Customers,5,4,1402.59
14651,At Risk,67,2,653.75
14652,Lost,77,1,114.18
14653,Champions,1,7,1916.7
14655,Loyal Customers,8,4,1932.23
14656,Lost,169,2,291.05
14657,Loyal Customers,18,4,848.22
14658,Recent Customers,5,2,247.15
14659,Champions,9,9,2529.93
14660,At Risk,87,2,285.74
14661,Potential Loyalists,27,1,107.95
14662,Loyal Customers,29,4,741.37
14664,Potential Loyalists,20,2,636.24
14665,At Risk,61,5,1835.7
14666,Potential Loyalists,24,1,179.95
14667,Champions,11,25,9170.79
14669,Need Attention,242,3,1259.24
14670,Lost,280,2,392.86
14672,Lost,235,2,765.55
14673,Champions,3,5,1736.4
14675,Recent Customers,16,1,596.36
14676,Loyal Customers,31,6,2548.2400000000002
14680,Loyal Customers,25,16,28754.11
14681,At Risk,71,3,498.95
14682,Lost,188,2,52.0
14684,Loyal Customers,26,5,1201.51
14687,Lost,107,1,628.38
14688,Champions,8,21,5579.1
14689,Lost,209,1,112.8
14690,Potential Loyalists,44,2,355.05
14691,Loyal Customers,31,5,2114.33
14692,At Risk,137,4,591.55
14693,Lost,265,1,172.9
14696,Champions,4,7,2078.95
14697,Lost,218,2,188.60999999999999
14698,Champions,2,5,1217.27
14699,Lost,214,1,109.13000000000001
14700,Loyal Customers,32,3,2195.1
14701,Champions,11,9,2526.09
14702,Champions,1,17,3251.79
14703,Recent Customers,15,1,318.17
14704,Loyal Customers,20,7,1461.6200000000001
14705,Lost,199,1,179.0
14708,Loyal Customers,3,3,1126.37
14709,Champions,15,13,4921.04
14710,Loyal Customers,14,4,599.48
14711,Champions,10,11,2839.62
14712,Loyal Customers,29,3,917.07
14713,Champions,9,11,2662.2
14714,Potential Loyalists,24,1,160.19
14715,Loyal Customers,25,4,867.38
14716,Potential Loyalists,43,2,307.51
14719,Champions,2,5,1581.84
14720,Loyal Customers,6,3,663.81
14722,Lost,147,1,180.42000000000002
14723,Champions,10,6,1120.66
14725,Potential Loyalists,25,1,655.58
14727,Lost,274,1,268.58
14729,Lost,374,1,313.49
14730,Champions,1,8,1897.57
14731,Loyal Customers,47,3,380.02
14732,Champions,8,8,2702.4900000000002
14733,Champions,16,12,9585.91
14735,Champions,4,31,6050.69
14737,Loyal Customers,4,3,1164.55
14738,Loyal Customers,43,7,1314.45
14739,Champions,4,7,3902.28
14740,Need Attention,197,3,1448.21
14741,Champions,12,6,1400.34
14744,Champions,16,7,1099.98
14745,At Risk,113,5,1220.26
14747,Lost,249,1,328.2
14748,Loyal Customers,29,5,1415.75
14752,Potential Loyalists,44,1,389.64
14753,Lost,87,1,563.15
14754,Potential Loyalists,45,2,638.05
14755,Champions,10,11,5010.28
14756,Recent Customers,15,1,738.96
14757,Lost,75,1,420.5
14758,Need Attention,145,4,1484.06
14759,Loyal Customers,5,3,1625.97
14760,Lost,297,1,89.2
14761,At Risk,59,2,255.9
14762,Lost,264,1,300.52
14764,Potential Loyalists,47,1,278.3
14765,Loyal Customers,29,3,254.11
14766,Champions,8,6,2473.37
14768,Recent Customers,17,2,192.60000000000002
14769,Champions,3,8,10415.33
14770,Lost,232,2,876.42
14772,Lost,112,1,139.26
14775,At Risk,58,3,1011.9
14776,Loyal Customers,51,11,2538.3
14778,At Risk,127,2,730.86
14779,Need Attention,281,3,386.15
14780,At Risk,55,2,447.68
14782,Lost,320,1,200.10000000000002
14784,Potential Loyalists,26,2,289.99
14785,Recent Customers,10,2,77.4
14788,Recent Customers,7,2,679.4399999999999
14789,Potential Loyalists,29,1,197.64
14790,Loyal Customers,17,4,745.06
14792,Lost,64,1,6.2
14793,Potential Loyalists,21,1,228.99
14794,Champions,3,7,1319.91
14795,Lost,166,1,131.45000000000002
14796,Champions,1,17,7973.93
14798,At Risk,53,3,173.74
14799,Potential Loyalists,51,1,157.7
14800,Loyal Customers,48,12,4331.79
14801,Lost,61,1,189.34
14803,Need Attention,162,3,845.55
14804,Recent Customers,9,1,353.27
14805,Loyal Customers,15,4,546.4
14806,Lost,75,1,193.39000000000001
14808,Loyal Customers,40,8,2718.6
14810,Loyal Customers,41,11,2085.33
14813,Lost,370,2,152.88
14815,Potential Loyalists,37,2,778.5
14816,Lost,197,1,271.85
14817,Lost,200,2,1110.34
14818,At Risk,74,3,657.8
14819,At Risk,64,2,272.07
14820,Loyal Customers,21,4,507.29
14821,Lost,367,1,48.800000000000004
14823,Need Attention,180,3,321.43
14824,Loyal Customers,10,4,1127.71
14825,Champions,4,12,2221.01
14828,Need Attention,197,3,2139.76
14829,Loyal Customers,29,4,697.55
14830,Lost,53,1,188.03
14834,Champions,18,6,1720.3
14836,Loyal Customers,10,3,102.44999999999999
14837,At Risk,90,4,1649.5
14840,Lost,268,1,62.85
14841,At Risk,53,6,3295.76
14842,Loyal Customers,44,4,2824.69
14844,At Risk,64,4,3189.81
14847,Lost,149,1,309.4
14849,Loyal Customers,22,25,7930.54
14850,Lost,312,1,325.75
14851,Potential Loyalists,23,2,511.35
14852,At Risk,58,6,2836.69
14853,Potential Loyalists,24,2,475.8
14854,At Risk,78,7,2740.03
14855,At Risk,119,2,645.65
14856,Loyal Customers,36,3,1290.53
14857,At Risk,60,2,1173.12
14859,Loyal Customers,13,4,1353.74
14860,Potential Loyalists,19,1,170.32
14861,Lost,52,1,125.79
14862,Potential Loyalists,26,2,841.1999999999999
14863,Potential Loyalists,29,1,266.76
14865,Recent Customers,7,2,52.2
14866,Champions,11,11,14353.4
14867,Need Attention,186,3,710.28
14868,Champions,3,8,2953.59
14869,Recent Customers,9,2,721.45
14870,Lost,262,1,327.25
14871,Loyal Customers,3,4,501.28000000000003
14873,Lost,210,1,519.68
14875,At Risk,108,2,1465.3200000000002
14878,Champions,13,9,1476.09
14880,At Risk,77,3,690.59
14881,Potential Loyalists,20,1,255.4
14882,Potential Loyalists,27,2,589.7
14883,Loyal Customers,19,6,761.59
14885,Lost,132,1,765.3199999999999
14886,Lost,253,1,364.8
14887,Lost,79,1,1862.0
14888,Lost,207,1,369.2
14889,Lost,336,1,135.9
14890,Lost,254,1,125.65
14891,Lost,148,2,554.38
14893,Recent Customers,10,2,1237.8500000000001
14894,Lost,85,1,655.75
14895,Champions,8,20,11138.710000000001
14896,Lost,205,2,468.77000000000004
14897,Loyal Customers,8,4,1366.38
14898,Loyal Customers,23,6,1269.31
14901,Champions,11,9,1421.29
14902,Potential Loyalists,26,1,332.66
14903,Loyal Customers,21,5,2795.33
14904,Recent Customers,2,2,1025.44
14905,Lost,158,2,616.15
14907,Champions,3,7,3501.1
14908,Lost,74,1,277.8
14910,Loyal Customers,3,4,434.35
14911,Champions,1,199,140336.83
14912,Recent Customers,17,2,867.85
14913,Loyal Customers,36,4,1227.43
14915,At Risk,91,2,307.48
14916,At Risk,71,4,1268.98
14918,At Risk,116,2,1610.15
14920,Lost,213,2,977.77
14921,Potential Loyalists,30,2,1316.07
14923,Potential Loyalists,51,1,749.1
14924,Lost,246,1,310.05
14929,Potential Loyalists,32,1,223.88
14930,At Risk,109,3,2362.96
14931,Loyal Customers,5,4,964.6800000000001
14932,Lost,366,1,363.53
14934,At Risk,82,2,1890.94
14935,Lost,297,1,1784.71
14936,Loyal Customers,34,8,8137.02
14937,At Risk,57,3,1621.88
14944,Loyal Customers,30,12,5900.25
14946,Recent Customers,14,1,100.9
14947,At Risk,72,2,290.82
14948,Loyal Customers,23,6,1101.97
14950,Potential Loyalists,19,1,371.2
14951,Lost,79,1,311.69
14952,At Risk,60,11,8099.49
14953,Potential Loyalists,25,1,285.67
14954,Recent Customers,12,1,294.85
14957,Lost,253,1,58.49
14958,Need Attention,147,3,483.72999999999996
14959,At Risk,64,4,695.42
14960,Recent Customers,8,2,221.27
14961,Champions,11,9,7044.68
14962,Lost,271,1,126.7
14963,Champions,10,5,1472.34
14964,Lost,247,1,206.21
14965,At Risk,96,2,596.09
14966,Recent Customers,15,1,183.02
14967,Potential Loyalists,50,1,463.8
14968,Potential Loyalists,30,1,147.59
14970,At Risk,68,4,1592.06
14971,Loyal Customers,35,3,1097.98
14972,Lost,128,1,114.77
14973,At Risk,107,3,1314.45
14974,Potential Loyalists,37,1,89.94
14975,Lost,57,1,279.94
14976,At Risk,57,6,774.86
14978,At Risk,72,5,1921.3700000000001
14981,Lost,246,1,102.12
14984,Potential Loyalists,19,2,202.37
14985,Lost,198,2,292.01
14987,Recent Customers,16,2,326.4
14988,Lost,212,1,334.54
14995,Potential Loyalists,39,2,231.98000000000002
14997,Loyal Customers,46,3,546.1999999999999
14998,Lost,170,2,414.87
15000,Potential Loyalists,48,1,490.52
15002,At Risk,116,4,1641.76
15004,Lost,147,1,1220.38
15005,Champions,16,28,6293.67
15006,Potential Loyalists,51,1,475.43
15007,Lost,159,1,156.91
15009,Loyal Customers,12,3,1259.43
15010,Potential Loyalists,36,1,308.94
15012,At Risk,54,2,405.04
15014,Potential Loyalists,43,2,257.67
15016,Lost,173,1,170.04
15017,Potential Loyalists,34,1,125.58
15018,Loyal Customers,39,3,496.21000000000004
15019,Lost,267,1,252.81
15021,Champions,9,9,1871.77
15022,Loyal Customers,12,4,852.39
15023,Champions,3,11,6701.51
15024,Champions,10,10,1636.43
15025,Potential Loyalists,33,1,361.96
15026,At Risk,80,3,464.2
15027,Loyal Customers,31,4,1066.1499999999999
15028,Loyal Customers,8,4,627.13
15030,At Risk,72,2,518.28
15031,Loyal Customers,4,4,653.19
15032,Need Attention,256,3,4959.1
15033,Champions,5,10,2553.88
15034,Champions,16,8,4274.16
15035,Lost,90,1,252.73000000000002
15036,At Risk,72,3,429.56
15038,At Risk,59,6,685.74
15039,Champions,10,47,19766.59
15041,Lost,170,1,179.93
15042,Lost,199,1,135.93
15043,Potential Loyalists,31,1,537.0
15044,Loyal Customers,19,17,7634.7300000000005
15045,Lost,152,2,735.66
15046,Champions,9,15,5071.47
15047,Lost,270,1,343.62
15048,At Risk,65,4,381.0
15049,Lost,274,1,121.17000000000002
15050,Loyal Customers,25,3,1737.69
15051,Loyal Customers,23,3,1383.3600000000001
15052,Lost,319,1,207.73000000000002
15053,Loyal Customers,5,3,693.95
15054,Recent Customers,12,2,302.1
15057,Lost,275,2,1489.5
15058,Loyal Customers,25,11,2102.54
15059,Loyal Customers,41,9,1337.72
15060,Loyal Customers,8,4,293.0
15061,Champions,4,48,54534.14
15062,At Risk,71,4,987.86
15063,Lost,213,1,370.79999999999995
15065,Loyal Customers,38,4,3158.13
15066,Lost,53,1,893.59
15067,At Risk,78,3,1744.76
15068,Potential Loyalists,46,2,553.36
15069,Lost,179,1,1109.53
15070,Lost,373,1,106.2
15071,At Risk,94,2,982.07
15073,Loyal Customers,10,3,1043.41
15074,Lost,105,1,735.67
15075,Lost,78,1,773.03
15076,Lost,173,1,880.85
15078,Champions,7,32,9743.11
15079,Need Attention,213,4,895.61
15081,Loyal Customers,22,5,504.8
15083,Lost,257,1,88.2
15087,Lost,282,1,306.94
15088,Potential Loyalists,21,2,1160.07
15089,Champions,10,6,2420.84
15090,Lost,308,1,381.32
15091,Lost,68,1,480.71
15092,Lost,215,2,457.81
15093,Champions,18,6,4597.02
15095,At Risk,104,4,1370.6
15096,Potential Loyalists,43,1,219.39000000000001
15097,Recent Customers,4,1,248.08
15098,Need Attention,182,3,39916.5
15099,Lost,84,1,410.48
15100,Need Attention,334,3,876.0
15101,Recent Customers,9,2,317.53
15103,Potential Loyalists,31,2,703.36
15104,Lost,197,2,993.54
15105,Champions,18,7,2298.93
15106,Champions,18,5,1422.52
15107,Need Attention,311,6,319.5
15108,At Risk,142,3,1159.25
15109,Lost,246,1,484.95
15110,Loyal Customers,24,4,996.1
15111,Loyal Customers,29,3,1567.48
15113,Loyal Customers,10,3,3509.04
15114,Loyal Customers,30,10,2760.56
15115,Recent Customers,18,1,340.11
15116,Loyal Customers,18,4,1352.75
15117,Champions,15,5,1551.78
15118,Lost,134,1,244.8
15119,Lost,246,1,266.4
15120,Lost,134,1,358.82
15121,Potential Loyalists,50,2,457.72
15122,At Risk,114,3,1633.78
15123,Recent Customers,7,2,2199.31
15124,Potential Loyalists,23,2,184.19
15125,Loyal Customers,25,15,11528.48
15127,Lost,66,1,406.53
15128,At Risk,60,4,1471.0
15129,Loyal Customers,50,11,3447.4
15130,Lost,170,1,330.11
15132,Champions,18,5,977.9300000000001
15133,At Risk,128,3,982.42
15134,Champions,15,8,1387.99
15135,Lost,239,1,139.05
15136,Loyal Customers,3,4,1286.7
15139,Lost,240,2,178.96
15140,At Risk,52,7,2354.25
15142,Potential Loyalists,46,1,498.74
15143,Lost,226,1,259.45
15144,Champions,8,17,6580.44
15145,Loyal Customers,4,4,1194.73
15146,Lost,165,2,1327.16
15147,Lost,240,1,623.5
15148,Recent Customers,11,1,301.29
15149,Lost,134,1,520.8000000000001
15150,Champions,17,10,5291.33
15152,Champions,10,13,4745.69
15153,Potential Loyalists,31,1,329.25
15154,Lost,75,1,254.28
15156,Loyal Customers,1,3,961.49
15157,Loyal Customers,4,3,1936.07
15158,Potential Loyalists,45,1,401.40000000000003
15159,Champions,2,30,18641.010000000002
15160,Lost,357,1,158.16
15163,Recent Customers,18,2,304.47
15164,At Risk,69,3,824.58
15165,Lost,373,1,487.75
15167,Lost,321,1,158.8
15168,Potential Loyalists,26,1,106.56
15171,Lost,331,1,1289.5
15172,Champions,9,5,1624.05
15174,Lost,323,1,135.75
15175,Lost,72,1,224.14
15178,Lost,260,1,40.5
15179,Champions,18,5,2206.95
15180,Lost,367,1,87.5
15181,At Risk,66,3,689.4799999999999
15182,Lost,154,2,622.85
15184,Potential Loyalists,29,2,402.2
15185,Lost,70,1,310.62
15186,Recent Customers,14,2,411.41
15187,Champions,2,15,4762.18
15189,Champions,1,41,16225.39
15192,At Risk,120,3,1044.32
15193,Lost,61,1,499.32
15194,Champions,3,15,7616.53
15195,Recent Customers,3,1,3861.0
15197,Loyal Customers,11,3,1079.6100000000001
15198,At Risk,92,2,193.64
15199,At Risk,59,4,1268.7
15201,At Risk,87,5,1236.54
15203,Loyal Customers,26,6,1827.8
15204,Lost,357,1,316.58
15205,At Risk,85,2,653.24
15206,Loyal Customers,10,4,420.29999999999995
15208,Champions,1,5,870.12
15210,Lost,225,1,331.18
15211,At Risk,60,2,894.4100000000001
15212,Lost,241,1,101.8
15213,Lost,319,2,328.35
15214,Champions,2,8,1661.44
15215,Loyal Customers,47,3,734.94
15216,Lost,88,1,96.6
15218,Champions,11,11,5756.89
15219,Lost,176,1,305.75
15220,At Risk,52,6,1778.96
15221,Lost,366,1,403.25
15222,Lost,319,1,585.0
15223,Lost,226,2,755.75
15224,Lost,358,2,322.08
15225,Lost,234,1,409.40000000000003
15226,Lost,311,1,154.41
15227,Loyal Customers,37,5,1219.4
15228,At Risk,66,4,3386.71
15230,Lost,239,2,429.6
15232,At Risk,113,2,612.06
15234,Lost,277,1,197.0
15235,Need Attention,218,12,2247.51
15236,Lost,299,1,321.05
15237,Loyal Customers,2,4,1412.32
15238,Loyal Customers,29,3,1071.99
15239,Recent Customers,10,2,780.59
15240,Loyal Customers,45,5,1706.57
15241,At Risk,67,8,1756.44
15243,Lost,74,1,316.68
15244,At Risk,65,2,631.57
15245,At Risk,134,3,2515.84
15246,Lost,238,2,514.15
15247,Lost,122,1,356.0
15249,Loyal Customers,32,13,6688.46
15251,Champions,9,11,10484.99
15252,Potential Loyalists,36,2,740.78
15253,Champions,16,5,918.1999999999999
15254,Lost,127,1,300.36
15255,Lost,67,1,890.85
15256,Lost,149,1,98.45
15257,Lost,283,1,317.15
15258,Lost,169,2,623.16
15260,At Risk,100,7,1810.77
15261,Lost,135,1,254.82
15262,Lost,324,1,178.95000000000002
15263,Lost,107,1,156.51
15264,Lost,64,1,393.74
15265,Lost,151,2,1506.1200000000001
15266,Lost,338,1,119.3
15267,Loyal Customers,22,5,1717.36
15269,Potential Loyalists,24,1,408.8
15270,Champions,16,7,2379.49
15271,Champions,7,15,2493.34
15272,At Risk,57,2,721.94
15274,Recent Customers,4,2,716.57
15275,Potential Loyalists,38,1,615.14
15276,Lost,66,1,128.63
15277,Potential Loyalists,47,1,255.89999999999998
15279,Lost,355,1,290.51
15280,Lost,172,1,113.12
15281,At Risk,59,9,2332.15
15286,Potential Loyalists,50,1,240.55
15287,Potential Loyalists,22,2,486.69
15288,Loyal Customers,43,5,2306.52
15289,Loyal Customers,29,3,939.78
15290,Champions,5,18,7943.22
15291,Loyal Customers,26,14,4623.3
15292,Lost,201,1,178.39
15296,Loyal Customers,51,6,3672.86
15297,Loyal Customers,10,3,641.94
15298,Champions,2,12,4799.9
15299,At Risk,67,6,3907.01
15300,Lost,64,1,496.44
15301,Loyal Customers,51,12,5049.95
15303,Lost,290,1,574.02
15304,At Risk,61,8,694.4000000000001
15306,At Risk,64,3,1174.35
15307,Lost,96,1,205.3
15308,Lost,274,1,310.47
15311,Champions,1,91,60632.75
15312,At Risk,75,4,924.85
15313,Lost,110,1,52.0
15314,Lost,199,1,327.97
15315,At Risk,64,2,570.5
15316,Lost,327,1,165.0
15318,Recent Customers,4,1,312.62
15319,Lost,284,1,204.5
15320,Potential Loyalists,44,1,267.13
15321,At Risk,71,3,2748.31
15322,Lost,86,1,679.68
15325,Lost,104,1,161.74
15326,Lost,334,1,311.71
15327,Lost,53,1,208.75
15329,Loyal Customers,39,3,1049.7
15330,Potential Loyalists,32,2,714.96
15332,Need Attention,366,4,1661.06
15333,Lost,208,1,1028.56
15334,Need Attention,157,3,347.87
15335,Lost,54,1,170.22
15339,At Risk,66,2,574.07
15341,Lost,81,1,2020.52
15342,Lost,130,1,406.09
15343,Lost,87,1,364.5
15344,Loyal Customers,1,3,563.94
15345,Potential Loyalists,46,1,393.54
15346,Lost,333,1,252.42000000000002
15347,Lost,366,1,201.60000000000002
15348,Lost,72,1,158.04
15349,Lost,158,2,463.90999999999997
15350,Lost,373,1,115.65
15351,Champions,12,7,1934.66
15353,Lost,255,2,770.12
15355,Potential Loyalists,29,2,277.05
15356,Loyal Customers,31,10,2718.03
15358,Champions,5,22,8347.2
15360,Potential Loyalists,40,1,427.93
15361,Lost,362,1,418.92
15363,Lost,373,1,326.0
15364,At Risk,96,2,913.19
15365,Loyal Customers,26,7,2314.32
15366,At Risk,75,2,602.51
15367,At Risk,57,4,1877.59
15368,Potential Loyalists,21,1,446.94000000000005
15370,Loyal Customers,41,7,2386.05
15372,Lost,137,1,2007.3999999999999
15373,Champions,8,12,2415.91
15374,Lost,129,1,168.0
15376,Loyal Customers,40,3,1221.56
15379,Need Attention,169,7,3703.29
15380,Champions,9,5,1690.2600000000002
15381,Lost,214,2,596.85
15382,Champions,15,6,5955.71
15384,Lost,170,2,642.41
15385,Potential Loyalists,40,1,316.88
15386,Lost,186,1,394.14
15388,Lost,270,1,140.54
15389,Lost,172,1,500.0
15392,Loyal Customers,5,4,1535.53
15393,Recent Customers,16,2,231.86
15394,Loyal Customers,10,4,2183.54
15395,Lost,326,1,107.45
15396,Lost,113,1,288.18
15397,Lost,290,1,94.0
15398,Recent Customers,16,2,1345.53
15399,Loyal Customers,1,3,815.77
15400,At Risk,92,5,716.2
15402,Lost,149,2,626.35
15405,Lost,189,1,349.1
15406,Potential Loyalists,31,2,510.71000000000004
15407,Loyal Customers,34,4,1046.74
15408,Lost,264,1,267.18
15410,At Risk,84,8,3450.84
15411,Loyal Customers,26,4,1348.93
15412,Lost,171,1,190.53
15414,Loyal Customers,10,3,774.9000000000001
15415,Lost,313,1,559.61
15416,At Risk,65,4,3984.32
15417,Lost,85,1,508.8
15419,Potential Loyalists,25,1,135.86
15421,At Risk,59,4,950.36
15422,Lost,323,2,97.7
15423,Potential Loyalists,38,1,43.5
15424,Lost,254,2,383.34
15426,Loyal Customers,19,5,1404.07
15427,Loyal Customers,33,3,1430.54
15428,Recent Customers,15,1,93.78
15429,Potential Loyalists,27,2,397.35
15432,Potential Loyalists,23,1,171.19
15433,Lost,214,2,533.3
15434,Champions,8,5,1041.48
15435,Potential Loyalists,22,1,149.29
15436,Loyal Customers,12,3,1067.75
15437,Lost,262,1,200.16
15438,Lost,131,1,156.57999999999998
15440,At Risk,55,3,383.68
15442,Lost,249,1,594.0
15443,Champions,2,7,3213.59
15444,Recent Customers,9,2,1411.21
15445,Lost,264,1,113.5
15447,Lost,331,1,155.17
15448,Lost,313,1,494.64
15449,Loyal Customers,26,3,974.52
15450,Potential Loyalists,30,1,429.84
15452,Loyal Customers,30,3,528.48
15453,Champions,2,7,1371.77
15454,Lost,362,1,179.1
15456,Need Attention,283,3,434.59000000000003
15457,Lost,262,1,237.07
15458,Potential Loyalists,25,1,161.64
15460,Lost,354,1,214.26
15462,At Risk,94,3,234.6
15463,Potential Loyalists,29,1,126.14
15464,Lost,338,1,1044.65
15465,Loyal Customers,20,18,7354.62
15466,Lost,85,1,334.53
15467,Loyal Customers,9,3,524.88
15468,Potential Loyalists,51,2,467.51
15469,Potential Loyalists,50,2,538.55
15471,Recent Customers,2,1,454.48
15472,Lost,113,1,371.56
15473,Champions,14,7,1771.2
15475,Lost,77,1,454.10999999999996
15478,Potential Loyalists,40,2,1399.92
15480,Lost,116,1,905.5
15482,Champions,16,11,10839.76
15483,Need Attention,161,4,225.26
15484,Loyal Customers,1,4,3590.41
15485,Loyal Customers,30,3,2564.5
15488,Lost,93,1,91.32000000000001
15489,Loyal Customers,23,3,1134.28
15491,At Risk,95,6,3100.09
15492,Potential Loyalists,28,2,659.4599999999999
15493,Loyal Customers,33,5,1953.41
15494,Potential Loyalists,21,2,1280.58
15497,Recent Customers,18,2,1262.2
15498,Champions,3,27,13316.4
15500,Loyal Customers,8,4,1131.56
15502,Champions,16,10,6923.98
15503,Lost,363,1,141.04
15504,Lost,81,1,52.83
15505,At Risk,53,5,3610.96
15506,Loyal Customers,23,3,972.08
15507,Lost,172,1,475.86
15508,Need Attention,189,6,1000.27
15510,Lost,331,1,250.0
15511,Champions,12,5,900.53
15512,Lost,156,2,121.0
15513,Loyal Customers,33,19,14758.220000000001
15514,Champions,12,11,4023.7200000000003
15516,Loyal Customers,45,3,62.43
15517,Lost,233,1,267.03
15518,At Risk,64,8,1921.55
15520,Recent Customers,2,1,343.5
15521,Loyal Customers,40,8,3000.2
15522,Potential Loyalists,33,2,397.99
15523,Lost,84,1,412.01000000000005
15524,Potential Loyalists,25,1,440.0
15525,Loyal Customers,2,3,731.87
15526,Potential Loyalists,33,2,148.44
15527,Loyal Customers,19,8,2428.53
15528,Lost,254,1,229.33
15529,Loyal Customers,23,11,3960.05
15530,Loyal Customers,22,4,1497.31
15531,Recent Customers,8,2,1972.39
15532,Loyal Customers,25,4,1554.83
15533,Loyal Customers,19,3,807.57
15535,Need Attention,173,4,502.9
15537,Lost,163,1,110.92
15539,Recent Customers,7,1,538.46
15540,Recent Customers,11,1,213.3
15541,Lost,114,1,85.13000000000001
15543,Lost,288,1,127.86
15544,Champions,9,9,3546.71
15545,At Risk,54,2,288.96999999999997
15547,Champions,7,14,4910.6
15549,At Risk,77,3,1677.71
15550,Loyal Customers,4,4,575.63
15551,Potential Loyalists,37,1,436.06
15552,Lost,217,1,90.12
15553,Lost,60,1,428.93
15554,Lost,278,1,217.2
15555,Champions,12,16,4791.87
15556,Potential Loyalists,24,1,279.77
15557,Potential Loyalists,29,1,468.91
15561,Loyal Customers,12,4,800.59
15562,Lost,352,1,134.55
15563,Loyal Customers,22,3,1361.44
15565,Potential Loyalists,50,2,173.16
15567,Potential Loyalists,19,1,186.01
15568,Loyal Customers,3,3,758.29
15569,At Risk,104,5,1375.71
15570,Champions,7,12,4148.82
15571,Loyal Customers,12,4,650.4300000000001
15572,Champions,5,7,2533.42
15573,Potential Loyalists,32,2,583.24
15574,Need Attention,178,4,675.64
15576,Potential Loyalists,38,1,921.37
15577,Need Attention,151,3,258.88
15578,Lost,162,1,127.1
15579,At Risk,69,2,327.6
15581,Need Attention,156,10,717.4300000000001
15582,Loyal Customers,25,3,682.9100000000001
15584,Loyal Customers,24,4,720.86
15585,Lost,177,1,455.3
15587,Loyal Customers,50,4,913.6800000000001
15589,Need Attention,256,3,478.53000000000003
15592,Potential Loyalists,47,1,388.58
15593,Lost,71,1,199.8
15594,Champions,16,5,1771.78
15596,At Risk,101,5,1406.59
15597,Potential Loyalists,35,1,324.57
15598,Lost,53,1,240.68
